,username,tweet4original
6234,GENinnovate,4 approaches to building collaborative data infrastructures for journalism https://t.co/1qIrLZQANW
6238,djordjepadejski,A new European union is forming (of news orgs partnering to share their data tools and journalism) https://t.co/x2mpgHBswA
6241,Pri_Borpujari,'The joke is on us if we cannot read data': wise words by @branthouston on #datajournalism #DJW2017 @IndiaSpend https://t.co/kcivnB7ySj
6242,IndiaSpend,.@branthouston kicks off DAY 2 at the Data Journalism Workshop 2017 #DJW2017 https://t.co/wNTOHyiSAe
6243,daily_trust,"Daily Trust organizes data journalism training
https://t.co/HUxJYvVVgC"
6245,Agenzia_Italia,A Roma 8 case su 10 sono a rischio crollo https://t.co/t6CYwNCSfb #DataJournalism https://t.co/EmeI5OBWy0
6246,albertocairo,About data journalism #ddj @paulbradshaw: https://t.co/Lr1Fh8b8hj #dataJournalism https://t.co/iukJQAeOyk
6248,darrenwaters,Are you on a postgrad journalism course in the UK? Take a look at our #datajournalism paid internship?€? https://t.co/qVVXPG5psg
6249,tableau,Calling all instructors! Check out our new curriculum available for data journalism programs:?€? https://t.co/e6b9gtQGQW
6250,daily_trust,"Daily Trust Foundation supported by Macarthur Foundation, Data Journalism Training at Top Rank Hotels, Abuja, Monda?€? https://t.co/5r0j2IAktv"
6251,pewresearch,Journalism research dir. @asmitch discusses using @Google search data to study public interest in #FlintWaterCrisis?€? https://t.co/dyb8OLfILK
6252,OmidyarNetwork,Last week to apply for @pulitzercenter's grant for data-driven journalism projects related to #propertyrights https://t.co/Xe0XsN4R7I
6256,LeadershipNGA,"Media Trust, MacArthur Train Media Practitioners In Data??Journalism https://t.co/od5lcjM8ZS"
6257,pontsho_pilane,You can find this report and others from previous years on https://t.co/vlBeiGckh9 https://t.co/UFv4dIUhCZ
6260,dancow,"Kind of wish I taught ""Computational Journalism Ethics"", rather than just ""Computational Journalism"". More reason to read and cite TMZ"
6261,sphasiaone,News agencies join forces for EU data journalism site https://t.co/routgITXKf https://t.co/7G3xh3E40U
6263,henkvaness,So @greenpeace hired professional investigative reporters to find out stuff. Here is a recent example (20 minutes o?€? https://t.co/lHrVTwRj6Z
6264,VoxEurop,Can data journalism save #Europe? #ijf17 @JacopoOttaviani @danielegrasso @ChElm @CathrineSot &amp; @nicolaskb  A chunk of #EDJNet is there. #ddj
6265,mediagazer,David Bradley: how National Journal pivoted from journalism to data products to save itself https://t.co/5x79o8VNwW https://t.co/xnZgUdb3UV
6267,IndiaSpend,.@PMenonIFPRI from @IFPRI tells us how to package and present data on health for action at the Data Journalism Work?€? https://t.co/ZAO7s8daQF
6272,ONSdigital,We've launched our data journalism internship today. Read the press release here: https://t.co/uVrbcKqwVF
6278,IndiaSpend,Day 2 of the Data Journalism Workshop 2017: 'Timeline is the essence of stories' says Prof Brant Houston #DJW2017?€? https://t.co/PTWvRy1Zy9
6281,mberzosa,.@Maid_Marianne @GENinnovate @bertrandp @smfrogers @edebourgoing @Chartbeat @knightfdn @ProPublica @ejcnet?€? https://t.co/uD1NWkfgzp
6283,GENinnovate,"Get recognition for your #datajournalism hard work!

???? ???? ????
LAST DAY to submit your #ddj work to the #DJA2017

???????€? https://t.co/yUQKZNKkPt"
6284,Bahareh360,"Join us, @mirkolorenz, @maid_marianne, @cabralens &amp; myself, on our session ""#DataJournalism Globally: Where is it h?€? https://t.co/SKleoDp9Kt"
6286,jamesrbuk,Data Journalism In Reality: A (Good) Thread https://t.co/jrMTPEQ08a
6287,Bahareh360,"Over 190 journalists have so far participated in the Global #DataJournalism survey. 
Closing date: 30 April. https://t.co/dW5DVjSSjq #ddj"
6288,IndiaSpend,.@rsutaria's session on #Breathe &amp; using sensor data for journalism at Data Journalism Workshop 2017 #DJW2017 https://t.co/pHD1pstzCi
6289,IndiaSpend,Data Journalism Workshop 2017 comes to an end.Thanks to all our speakers &amp; participants for making this a success.?€? https://t.co/d3AaVQwwqs
6290,dw_innovation,Our @EsraD talking Social and Social Media with @pilhofer @syrianews @wochit Her take on News Innovation also here?€? https://t.co/8k0cUJnNyi
6294,mtdukes,"You can also join my project, #CARstudyhall, to explore an independent study in computational journalism. https://t.co/nCjJyHxvIr #Georges17"
6295,GurmanBhatia,#datajournalism #dataviz #d3js https://t.co/Weq2XFIoMZ
6296,TWallack,This has been true for as long as I've worked in journalism. https://t.co/qQ4zu9DAGt
6297,joanwalsh,One caveat: MSM journalists had not reckoned with role of racial resentment in the GOP. Trump was predictable if yo?€? https://t.co/rSa322vKkE
6300,timjeby,@WalkerMoskop @stlpublicradio @stltoday I think it means our two organizations are doing some awesome work in data journalism. :)
6303,donholt99,"@JessicaHuseman Investigative journalism at its best. When a public agency sues to keep data secret, you know it's hiding something."
6304,MargotWilliams,Trial and Terror Database @trevoraaronson &amp; I will continue to update with new cases #datajournalism #newsresearch  https://t.co/H766Tlo2g0
6305,albertocairo,Deadline is TODAY https://t.co/vxNxCjPnW3
6306,Bahareh360,Journalists from 37 countries took part in the Global Data Journalism survey. Initial results Sat 11:45 #ijf17 #ddj?€? https://t.co/r3D6NO8luD
6311,chrisapplegate,Bit of data journalism from @psmith &amp; yours truly: Why Are Asking Prices For London's Luxury Flats Falling? https://t.co/1nNjgQwJEb
6314,irenemilleiro,"Amazing data visualisation: Why does the U.S.
lead the world in incarceration? #datajournalism https://t.co/y7MemP3mQs by @matthew_daniels"
6315,googlenewslab,What can @GoogleTrends data tell us about how news spreads in the aftermath of a crisis? @pewresearch investigates:?€? https://t.co/7k9Lv5vJeR
6317,GENinnovate,4 approaches to building collaborative data infrastructures for journalism ?€? by @madalinacrc on @journalismnews ?€? https://t.co/1qIrLZQANW
6320,ONS,We've launched our data journalism internship today. Read the press release here: https://t.co/QePBaFf5X8
6321,enzomazza,Un cellulare su cinque e una console su quattro in commercio sono falsi https://t.co/vosDInvPfm #contraffazione
6322,rianwatt,Wonderful piece and topic. https://t.co/c9nSrNtunQ
6324,albertocairo,Horizon charts in ggplot2 #dataviz #infographics #ddj #dataJournalism #dataVisualization https://t.co/MFRCCFFQJI
6325,fcoel,To be finalist is to win! Get your projects highlighted for the world to see! ???? https://t.co/BIzGJ07AHB
6326,GENinnovate,"The state of #datajournalism through 573 #dja2017 projects from 51 countries
Impact, investigation, clever dataviz https://t.co/0oCrIRmNFu"
6329,mtdukes,"This is ... very, very cool. https://t.co/qndQtG6AjC"
6331,mberzosa,Esta medianoche termina el plazo extendido #DJA2017 #ddj #medios; SE BUSCAN periodistas y redacciones innovadoras..  https://t.co/vXbtRlTPoC
6334,LeadershipNGA,"Media Trust, MacArthur Train Media Practitioners In Data Journalism https://t.co/hES3guyklj https://t.co/tpx2B7ANZR"
6335,jwyg,Great session on collaborative data infrastructures in journalism at #ijf17 today - and a full house!?€? https://t.co/pu1NnWfTI5
6336,Bahareh360,Data Journalism globally: where is it heading? Today 11:45 Hotel Brufani - Sala Priori. #ijf17 @journalismfest https://t.co/voveqShPZZ
6337,darrenwaters,Final day klaxon!!! https://t.co/VgGNZLOB7g
6338,Data_Match,Check out #LePoidsdesMots @ParisMatch's #datajournalism project for the #Frenchelections https://t.co/RmcNb5yVHH?€? https://t.co/xbFp22h7s5
6339,neo4j,"Weekly Roundup from Tuesday:

#DataJournalism in a Connected Age [ @GraphConnect Europe Preview ]?€? https://t.co/9Ejx3iWND8"
6340,AJIIndonesia,"For simply visualizing maps, we can use mymaps. It can very helpfull in data-driven journalism and put it in the ar?€? https://t.co/a8w0DodudO"
6344,robyndoolittle,Yay @RenataDAliesio ! https://t.co/ivjm5GDWY8
6345,albertocairo,"And just in case, here's some shameless product placement: the #digitalHumanities+#dataJournalism #ddj symposium?€? https://t.co/Lu03IXC0Vp"
6346,digiphile,"U.S. #OpenData: https://t.co/TEeWgRBzW2
+ data journalism: https://t.co/FXszoPeiGm
= an #OpenGov win for the public?€? https://t.co/4kP0FaD6mN"
6348,poniewozik,"Not for this reason alone, but I wish schools were required to teach risk assessment https://t.co/c5Jyp2lonE"
6349,Pri_Borpujari,BRILLIANT way of documenting police brutality in the US - #datajournalism #DJW2017 https://t.co/9fZZxLyeQN
6350,ericuman,".@MissRyley 6/ That proj shows how journalism recreated: We combined data, crowdsourcing, &amp; reg reporting to do sto?€? https://t.co/LIuZWdnjg1"
6351,Poynter,#ICYMI How the Argentinian daily La Naci??n became a data journalism powerhouse https://t.co/v6dDDLKVKu
6354,conalhanna,How do you reduce 3 months?€? work down to 10 words or less? Such is the challenge of journalism in the digital age. https://t.co/xBlCcypVTG
6356,albertocairo,1) During the next few weeks I'll be tweeting about the speakers of our #digitalHumanities+#dataJournalism symposiu?€? https://t.co/t9dQStSlcg
6357,Bahareh360,#ddj peep at #ijf17 put the European Data &amp; Comp Journalism conf in your diaries: 6-7July. https://t.co/9zzLSUu789 https://t.co/skCfQ2NADu
6358,dataeditor,"There are problems with data journalism and there are a lot of hot takes about it, and somehow none of those takes seem to be informed."
6359,alexcguillen,Oh dear god https://t.co/ZXheACISS2
6360,TaylorVaisey,"@David_Moscrop Well, you can learn how to podcast. Not enough of a draw? OK, computer-assisted reporting is also on the schedule."
6362,FRANCE24,News agencies join forces for EU data journalism site https://t.co/eUxHl1pIGF https://t.co/ArNhRDRC7W
6364,gpaccardo,'Big European publishers invest very little money in the R&amp;D required by setting up data journalism teams &amp; products' ?€? @nicolaskb at #ijf17
6365,DataCamp,#DataJournalism: using data for even better storytelling. #ddj - https://t.co/Px0qH0mmLt https://t.co/1qdQj0Wfr7
6366,kleinmatic,I did it. It's easy! https://t.co/qoqx1rTRbC
6372,dw_innovation,Aaaand lift off: our @mirkolorenz @Bahareh360 @Maid_Marianne where data journalism is heading globally &amp; presenting?€? https://t.co/Yc3IkhVcMR
6376,albertocairo,A lesson for smaller newsrooms: @LNdata https://t.co/KtBBuhhhUv
6377,IndiaSpend,Session 2: @nasrhadi begins his session on mapping with google fusion at the Data Journalism Workshop 2017 #DJW2017 https://t.co/p5c4I18Voq
6378,AJIIndonesia,Besok ya #IDDJ2017 yang belum daftar tinggal klik: https://t.co/RazKdhVduh Gratis! https://t.co/vlop09TEbM
6380,pulitzercenter,Last Day To Apply ????????? We are offering grants for #datajournalism projects related to #landrights and?€? https://t.co/vu7v3GE9tZ
6381,IndiaSpend,".@Harry_Stevens shows participants at the Data Journalism Workshop, how to visualise maps with clear geographical p?€? https://t.co/GrLiTIJJPx"
6384,datagoid,Selamat Siang rekan Satu Data Indonesia. Tanggal 21 April mendatang akan diselenggarakan #IDDJ2017 (Indonesia Data?€? https://t.co/OiBIwucE1P
6385,Info_Activism,Crowdmapping as a new data source for journalists https://t.co/XHmhHPjlfI
6387,antoniospadaro,A new European union is forming (of #news orgs partnering to share their #data tools and #journalism)  https://t.co/JlhIYqsJse
6388,Agenzia_Italia,Video - Un'auto rubata su 3 viene ritrovata. Ecco quali fanno gola ai ladri https://t.co/WDWqCK2NT6 #datajournalism https://t.co/teAVzSGq36
6390,IndiaSpend,"An eventful day at the Data Journalism workshop. Thank you speakers for the great insights, tricks &amp; tools. Can't w?€? https://t.co/hnlxaPPAKI"
6391,darrenwaters,Applications open until the end of the month. Tick tock. https://t.co/kCKV2Rj3IB
6393,WapoEngineering,.@WapoEngineering data scientist @aljohri presenting at @merrillcollege bot that wrote 500+ election result article?€? https://t.co/MeCB13GCud
6395,richardzussman,This is great data journalism by @tarajcarman and @j_mcelroy that I had a small roll in. https://t.co/zVEJz6s0rz #BCVotes2017
6396,AJIIndonesia,Irine presenting the use of Google trends in finding data and angle based on the country etc and to use it in journ?€? https://t.co/SwfZIZh4EX
6397,mariaramirezNY,Qu?? bueno!!!! ???€ https://t.co/SBkLgiODss
6402,Azharkh4,"News agencies join hands for EU data journalism site. The web'll launch in June &amp; offer text reporting, interactive graphics, photos, vdos"
6403,GregBarila,Brilliant idea. Now let's see it happen in Australia. #Data #DataJournalism #GregIsReading https://t.co/vCRXB5Mujy
6404,MickCote,Stoked to be overseeing @PresseCan's first data journalism internship with the help of @jeanhuguesroy + @JPPineault https://t.co/L9N0mt64jh
6406,googleitalia,"Buon sabato da #IJF17: dal ""Data journalism"" alla ""Tecnologia al servizio del giornalismo investigativo"" https://t.co/FwG4bJVWTK"
6408,eliotnelson,Death comes for us all https://t.co/caqcvv0qhQ
6411,Agenzia_Italia,Un cellulare su cinque e una console su quattro in commercio sono falsi https://t.co/67n2wddTsO #datajournalism https://t.co/cQSpWrrLNq
6412,albertocairo,"If you submitted a proposal for a lightning talk at #digitalHumanities+#dataJournalism #ddj, we'll contact you soon?€? https://t.co/5wo6BKrw25"
6415,LeadershipNGA,"Media Trust, MacArthur Train Media Practitioners In Data??Journalism https://t.co/bkCJjc7M4j"
6420,Jdharden,What?€?s the state of the data journalism industry today? by @Maid_Marianne https://t.co/VN30EJRasQ
6425,IndiaSpend,An interesting and engaging DAY 1 at the Data Journalism Worksop 2017 comes to an end. #DJW2017 https://t.co/U62ac5U5XF
6427,albertocairo,"Retweeting this, as all these articles are excellent #dataviz #infographics #dataVisualization #ddj #dataJournalism https://t.co/QsO3GBjcxo"
6429,GENinnovate,What the Data Journalism Awards 2017 entries teach us about the state of #datajournalism #dja2017 https://t.co/0oCrIRmNFu
6430,playbookplus,"BIRTHDAY OF THE DAY: @chriswilsondc, director of data journalism at Time and a Slate alum https://t.co/nu1IMLel6a https://t.co/RH88sMpRa9"
6432,GENinnovate,A new European union is forming (of news orgs partnering to share their data tools and journalism) #ddj https://t.co/XjoGORutx0
6434,MattHelgeson,".@espn #datajournalism at worst- specious ""analytics"", gaudy infographics to reach a completely obvious conclusion https://t.co/qTfrNh2pCc"
6440,benharder,"How @nationaljournal pivoted from journalism to business intel. Quotes my editor @BKellyUSN, who pivoted toward data https://t.co/dZ24WxTiYC"
6442,annemiaoli,"When I started getting into data journalism, I realized that when using data to justify/criticize ppl, proceed with?€? https://t.co/LR8GD5FvlA"
6443,adriengaboulaud,Apr??s plus de six mois de boulot avec @aslechevallier @devrig... https://t.co/Qq8N1ptRiB
6444,stanyee,How the Argentinian daily La Naci??n became a data journalism powerhouse in Latin America https://t.co/JsZsUwWzoe https://t.co/hyTLONzdqU
